prestamo_id,fecha_pago,monto_pagado
P012772,2022-10-08,57273
P008561,2022-06-25,16893
P012853,2022-11-15,6452
P029395,2023-02-16,104945
P032558,2022-07-14,62872
P009228,2022-06-30,100603
P016114,2023-01-04,78659
P049805,2022-09-30,34366
P044182,2022-02-08,60090
P040144,2023-01-20,5108
P009315,2022-06-21,8718
P026680,2022-10-09,64319
P030949,2022-03-31,111333
P049742,2022-06-10,104678
P013945,2022-12-07,13877
P014280,2022-12-23,107929
P032785,2023-01-03,38735
P013238,2022-07-22,90318
P022977,2022-03-10,32108
P004105,2023-03-05,118692
P004286,2023-02-02,45258
P022627,2023-02-02,15129
P027638,2023-01-06,53651
P033184,2023-01-19,43566
P015673,2022-03-14,37211
P020985,2023-01-27,69014
P044652,2022-12-01,91012
P016669,2022-10-10,32447
P040975,2022-04-26,50180
P011554,2022-11-04,103246
P005529,2022-12-14,31741
P023589,2022-04-24,10913
P040124,2022-05-31,7495
P040651,2022-05-03,23898
P013590,2023-01-03,85453
P040031,2022-10-16,11339
P026921,2022-09-28,37192
P041403,2022-03-16,64054
P033960,2022-05-13,24293
P028703,2022-06-06,9313
P010200,2022-06-25,107388
P020604,2022-07-06,24053
P025831,2022-08-27,110062
P014277,2022-11-03,37632
P014033,2022-04-03,41669
P015046,2022-06-12,67488
P001275,2022-08-06,19668
P011204,2023-02-26,29436
P041441,2022-08-04,71000
P048266,2022-06-24,108221
P002073,2022-06-07,87731
P005369,2022-04-20,118765
P045077,2022-06-01,112136
P045225,2022-09-22,86018
P017760,2023-02-02,81904
P037981,2022-11-06,81014
P021709,2022-12-25,109090
P041903,2022-04-07,43599
P025776,2022-06-02,18028
P037735,2022-09-02,33972
P007587,2022-05-10,108465
P037359,2022-03-16,110531
P035922,2022-05-13,74514
P015918,2022-04-30,90108
P046299,2022-10-18,108266
P028940,2022-11-01,83482
P014821,2023-01-09,41436
P044737,2022-06-29,51146
P043560,2022-09-18,61925
P037032,2022-08-29,104579
P009647,2022-04-27,119055
P028748,2022-06-22,35730
P006206,2022-12-18,115530
P033393,2022-06-20,56223
P026846,2022-05-04,19432
P001719,2022-05-24,64285
P044448,2022-04-28,26672
P036336,2022-12-28,65204
P047069,2022-07-31,87150
P015192,2022-05-07,23487
P001823,2023-01-28,23307
P014241,2022-03-14,79855
P010169,2022-07-14,40559
P028633,2022-12-03,51394
P017529,2023-01-10,21653
P041821,2022-05-27,94054
P045287,2022-06-07,38979
P018223,2022-02-03,75434
P009535,2022-05-12,66747
P022750,2022-05-23,115501
P025999,2022-11-09,54793
P011518,2022-11-11,104043
P043379,2022-09-18,114365
P037402,2022-08-07,62614
P024939,2022-10-16,93407
P010931,2022-02-03,114748
P035691,2022-09-07,62875
P044265,2023-03-04,69275
P038061,2022-07-29,111869
P032290,2022-03-14,14924
P008230,2022-05-20,72302
P002695,2022-10-16,29167
P034313,2022-06-22,10735
P032141,2022-05-15,113463
P049626,2022-05-31,66701
P000281,2022-07-10,59274
P044670,2022-09-20,7581
P015737,2022-12-12,31112
P001139,2022-02-01,80232
P026356,2022-08-13,63317
P012044,2022-09-03,18631
P033012,2022-12-29,17386
P009383,2022-12-18,25262
P027503,2022-10-21,32195
P027860,2022-10-17,48071
P000478,2022-02-14,55479
P003341,2022-11-12,84584
P038593,2022-03-25,103439
P011535,2022-03-23,16673
P041843,2023-01-04,82443
P042781,2022-08-04,111264
P027994,2022-12-11,101673
P037502,2022-05-12,118359
P005377,2022-10-10,17284
P001974,2023-02-13,10807
P041797,2023-01-01,115007
P044351,2022-03-31,75884
P010713,2022-05-02,92226
P009591,2022-08-10,77296
P031584,2022-08-26,104820
P004897,2022-07-03,47004
P043267,2022-03-24,119857
P023004,2023-03-04,92261
P036915,2023-01-21,90053
P015444,2022-10-14,97945
P024567,2022-03-23,87018
P042512,2022-12-13,22784
P026296,2022-07-25,50418
P038486,2022-05-08,93310
P029518,2022-08-07,119892
P041023,2022-10-06,18593
P004175,2022-04-21,9146
P031201,2022-12-30,11618
P003592,2022-02-02,93270
P008442,2022-09-29,28910
P043887,2023-02-05,52635
P018827,2022-04-06,68530
P020607,2022-08-13,38486
P035314,2022-11-13,97425
P044876,2022-07-18,22444
P040154,2022-06-01,52412
P025668,2022-08-04,94021
P008355,2023-01-15,94065
P021622,2022-05-29,70320
P002075,2022-04-28,20390
P002220,2022-10-07,15200
P014504,2022-11-05,31769
P009251,2022-09-11,77910
P046544,2023-02-03,59104
P004174,2023-01-27,106060
P021205,2022-08-24,5981
P047578,2022-08-23,51962
P007645,2022-10-20,27427
P020391,2022-10-27,15726
P028002,2022-08-16,6140
P018122,2022-06-23,89250
P002632,2023-02-22,58648
P029466,2022-12-11,47205
P000287,2022-06-10,65250
P023049,2022-12-28,46685
P031622,2022-07-29,25320
P019229,2022-10-11,115256
P011144,2023-01-07,83032
P007669,2022-06-12,15358
P017221,2022-12-10,111734
P016053,2022-08-21,96140
P005836,2023-02-05,89035
P030543,2022-03-18,10288
P032203,2022-12-09,14684
P037082,2022-08-13,21495
P009957,2022-05-07,106192
P035427,2022-07-20,48705
P013045,2022-12-27,92598
P042507,2022-10-24,75895
P020113,2022-02-13,106667
P043678,2023-01-26,51300
P025476,2022-12-04,72767
P029790,2023-01-07,71516
P018351,2023-01-28,81901
P019012,2022-07-05,51432
P018917,2023-03-05,30563
P032915,2023-02-21,15602
P030755,2022-02-22,41109
P008656,2022-07-20,99302
P030622,2022-06-15,8997
P034084,2023-02-23,87805
P029185,2022-10-04,71781
P037082,2022-08-21,5388
P029525,2022-09-04,92646
P028559,2022-02-02,31172
P019437,2022-11-28,101235
P036290,2022-07-19,54418
P031844,2023-01-26,110954
P023963,2022-05-23,9823
P028670,2022-08-10,118949
P037839,2023-02-16,91528
P026091,2022-11-13,113548
P005610,2022-02-02,64234
P010380,2022-04-01,78810
P006680,2022-03-12,47346
P026672,2022-07-12,114208
P047214,2022-04-29,41186
P016221,2022-05-30,117462
P044781,2022-10-23,51458
P044978,2023-01-22,108528
P025113,2022-09-12,46403
P000947,2023-01-14,46929
P019366,2023-01-10,5858
P028815,2022-10-29,100381
P006712,2022-02-01,36212
P031002,2022-07-01,31002
P032084,2023-01-29,29724
P018087,2023-02-10,77650
P025188,2022-09-10,68702
P020958,2022-10-23,105961
P049723,2022-10-12,77266
P001891,2023-02-20,55531
P018320,2022-10-31,11863
P029810,2022-12-24,114870
P045974,2022-09-20,95644
P041098,2023-01-03,95613
P031890,2022-03-12,8092
P026514,2022-06-03,16609
P029827,2022-08-20,101670
P034703,2023-01-03,13010
P016348,2022-03-15,54841
P046615,2023-02-10,39386
P032078,2022-09-25,5486
P037566,2022-05-15,68909
P004779,2022-04-27,84382
P026563,2022-09-21,62064
P044756,2022-04-10,53562
P034504,2023-03-01,63177
P024725,2022-12-14,87925
P033032,2023-02-21,87094
P043513,2022-02-12,43249
P024745,2022-02-08,36437
P015503,2022-06-05,37349
P044942,2022-07-03,100868
P044474,2022-10-10,93812
P018599,2022-06-09,64629
P044781,2022-03-31,102977
P049055,2022-03-21,98269
P012906,2022-02-03,75636
P042568,2023-01-10,88725
P033726,2022-03-19,106970
P003025,2022-11-06,61638
P000857,2022-10-18,15110
P023399,2022-06-10,22248
P005140,2022-11-22,69229
P009410,2022-04-05,84184
P004370,2022-06-03,63591
P003714,2022-06-05,64770
P039829,2023-01-06,70313
P039874,2022-04-11,104832
P025338,2022-08-29,63435
P041812,2022-05-01,78305
P019388,2022-08-28,63441
P036795,2023-03-02,52096
P003319,2022-04-05,63719
P012375,2022-10-13,73378
P001160,2023-01-03,94433
P033215,2022-07-16,77657
P040911,2022-02-17,52445
P012114,2022-11-30,43491
P019152,2022-09-30,30180
P012012,2022-03-26,31482
P009705,2022-03-03,69837
P038397,2022-08-29,58447
P029385,2022-12-19,62362
P046225,2022-04-23,112737
P040711,2022-10-23,100356
P044103,2022-06-24,104702
P044831,2022-12-29,101970
P015375,2022-09-19,88201
P042812,2022-07-23,108082
P011823,2023-01-08,67292
P034319,2022-12-30,35388
P003909,2022-12-03,7471
P005758,2022-04-19,108470
P035377,2022-05-01,60822
P022846,2022-08-17,79166
P002618,2022-10-29,8609
P013791,2023-01-02,63293
P020084,2023-02-14,97467
P037199,2022-10-03,108675
P028192,2022-11-09,29641
P015099,2022-11-27,100559
P018753,2022-11-25,76118
P031513,2023-03-01,23127
P025186,2022-12-05,115237
P018771,2022-02-01,66993
P012522,2022-06-21,18858
P000167,2022-07-11,109879
P047936,2022-09-13,97738
P002692,2022-06-05,21743
P023297,2023-01-26,46054
P006862,2022-10-31,93439
P000559,2022-12-20,39952
P012362,2022-06-17,67923
P015534,2022-08-04,24892
P045178,2022-10-30,73265
P003036,2022-10-04,11794
P013254,2022-08-22,23952
P040606,2022-12-12,65671
P008186,2022-02-10,91451
P018631,2022-03-31,63496
P038566,2022-06-04,45994
P008865,2022-12-19,110813
P026535,2022-03-17,9890
P034293,2023-01-15,8654
P033747,2022-09-14,61213
P029879,2023-01-19,78905
P029910,2022-10-08,12141
P003645,2022-06-13,44581
P017082,2022-05-03,14759
P023445,2022-12-22,119082
P041849,2022-07-15,89394
P027128,2022-03-08,104392
P037232,2022-08-03,51191
P025139,2023-02-17,40679
P001872,2023-01-12,76754
P017215,2022-02-05,43608
P026139,2022-11-10,47020
P014871,2022-03-24,81436
P038862,2022-05-27,37757
P029425,2022-12-19,35567
P038485,2022-10-12,106418
P014941,2022-02-11,39866
P044152,2022-05-09,115776
P000731,2022-11-30,91221
P040812,2022-05-11,37687
P037630,2022-12-15,97733
P023379,2022-08-13,98554
P023953,2022-12-28,79721
P048332,2022-12-31,13690
P009226,2022-05-21,101992
P038707,2022-11-21,102628
P046335,2022-10-07,95094
P032170,2022-07-05,48171
P022065,2023-01-02,63121
P027320,2022-09-17,43395
P019354,2022-06-06,72433
P010767,2022-02-13,58678
P022590,2022-07-05,14467
P015130,2022-12-21,53229
P020656,2022-03-06,110324
P041385,2022-05-25,10792
P003024,2022-03-17,75325
P033745,2023-01-16,57581
P012415,2022-02-22,76587
P004181,2022-11-02,15757
P005676,2022-09-01,63904
P030174,2022-04-09,56517
P028853,2022-12-25,40678
P023956,2022-12-19,49475
P049609,2022-04-01,90318
P046635,2022-09-06,116120
P002930,2022-09-17,112079
P022647,2022-04-15,6177
P009563,2022-04-14,117621
P006781,2023-01-13,97054
P033722,2022-07-01,74002
P017461,2022-09-11,118453
P028653,2022-12-05,65317
P041019,2022-06-15,83601
P004796,2022-07-08,96295
P035677,2022-09-05,67555
P027113,2022-02-23,53673
P001200,2022-09-09,118645
P028019,2022-04-18,77737
P004976,2022-11-09,115193
P043899,2022-09-19,52258
P025648,2023-03-07,63909
P032140,2022-12-08,92549
P048730,2022-04-19,109940
P029068,2022-12-07,83891
P038084,2022-04-19,62461
P001822,2022-06-14,108999
P048219,2022-09-26,97059
P038893,2022-04-12,95076
P005029,2022-08-30,53315
P022862,2022-06-26,117737
P003851,2022-04-28,36789
P025152,2022-04-10,32457
P024132,2022-07-18,33836
P045124,2023-02-23,20795
P028110,2023-01-10,49857
P037031,2022-02-07,106674
P000129,2022-03-04,85812
P008829,2022-11-07,5954
P040191,2022-06-24,112747
P020246,2022-09-14,89334
P027798,2022-03-17,84668
P005038,2023-03-03,36567
P023166,2022-08-04,43566
P006995,2022-12-24,37471
P033777,2023-02-22,60022
P044621,2022-03-24,67877
P023642,2022-09-19,55526
P015631,2022-06-17,38815
P013224,2023-02-26,28945
P037112,2022-07-09,112702
P000075,2022-03-22,78945
P017367,2022-06-03,42658
P014281,2022-03-12,115710
P030565,2022-06-02,65237
P030898,2022-06-14,110103
P002243,2022-12-07,100863
P049048,2022-05-13,115522
P049543,2022-04-16,37397
P039723,2022-12-15,112555
P027817,2022-10-04,59307
P014632,2022-05-29,10185
P023067,2022-10-06,90482
P031209,2022-09-06,89062
P047291,2022-10-18,6140
P034964,2022-03-24,6352
P048081,2022-04-29,7438
P003335,2022-09-21,85233
P030545,2022-05-19,13402
P008303,2022-05-06,18770
P035044,2022-05-15,8935
P048867,2022-06-15,117048
P002036,2022-06-06,44721
P026297,2022-12-20,21849
P041364,2023-03-02,81618
P039048,2022-04-25,13339
P018659,2022-11-28,24334
P024969,2022-04-27,60387
P014256,2022-08-21,98016
P002052,2023-03-03,8467
P024832,2022-04-08,76597
P046156,2022-08-07,41187
P000345,2022-09-08,37291
P033309,2022-05-02,116837
P044007,2022-07-02,114820
P036623,2022-10-01,77751
P045589,2022-02-05,107499
P038901,2022-02-26,48254
P006129,2022-12-27,54850
P001372,2022-10-15,117862
P010524,2022-08-14,43410
P011094,2022-03-19,17281
P043880,2022-09-25,92239
P040531,2023-01-29,62301
P034492,2022-05-19,112503
P045782,2022-12-08,91895
P031971,2022-11-20,100236
P045113,2022-07-08,66014
P024995,2023-01-01,103516
P011574,2022-12-16,77764
P022006,2022-07-14,60140
P003433,2022-07-06,115913
P029963,2022-10-07,49088
P021972,2022-10-04,20865
P021721,2022-02-11,90993
P006401,2023-02-20,91705
P028633,2023-02-07,37428
P000546,2022-05-08,98790
P009282,2022-07-08,72316
P027409,2022-08-03,8374
P035836,2022-10-17,100205
P001704,2022-05-21,117558
P045094,2022-09-21,48642
P030533,2022-08-31,74992
P034924,2022-10-21,14195
P034254,2022-04-01,115118
P001102,2023-01-13,112067
P004128,2022-10-24,56097
P021460,2022-04-13,27807
P018007,2023-02-15,104860
P000190,2022-11-11,118049
P030763,2022-05-15,51471
P018962,2022-10-03,90258
P021385,2023-01-07,95363
P017846,2022-12-25,119121
P042933,2022-07-15,41520
P005416,2023-01-03,89022
P039929,2023-01-05,49881
P032951,2022-12-17,79455
P040744,2022-10-11,85254
P049817,2022-11-26,28127
P011285,2022-07-02,66280
P047866,2022-05-25,50033
P039945,2022-10-04,28923
P030628,2023-01-31,19344
P031177,2023-02-12,49762
P031650,2022-09-12,96673
P011970,2023-02-28,32451
P020818,2022-04-08,100084
P031036,2022-08-25,45565
P015373,2022-05-12,66912
P006441,2022-09-03,12878
P019786,2022-09-08,92040
P036448,2023-01-10,47497
P006696,2022-04-11,82476
P012531,2022-07-22,60925
P010909,2022-11-01,47420
P000817,2022-02-18,107231
P026693,2022-04-15,48878
P002157,2022-09-06,30943
P041839,2022-11-04,104477
P002536,2022-12-25,11418
P041424,2022-04-05,5102
P017882,2023-01-05,70967
P035088,2022-11-27,103905
P035095,2022-07-30,109969
P030195,2022-11-05,40490
P032521,2022-12-19,65904
P002946,2022-10-28,34479
P041734,2022-07-19,29485
P035377,2023-02-22,5057
P041649,2022-06-19,70143
P029720,2022-02-15,79642
P040974,2022-03-09,36340
P012632,2022-12-12,74054
P002734,2022-08-03,108459
P016758,2023-02-07,8663
P031349,2022-03-07,92672
P039698,2022-07-10,84107
P020266,2022-07-03,50580
P020191,2022-03-03,96673
P003429,2022-08-27,96410
P016616,2022-11-20,57812
P024374,2023-01-25,47800
P038874,2022-03-13,79307
P036789,2022-05-04,26327
P039789,2022-08-14,17329
P027239,2023-02-22,35648
P023667,2023-03-06,36033
P031701,2022-06-06,91539
P006270,2022-12-01,46327
P002815,2022-07-03,6623
P037412,2023-02-14,10186
P012886,2022-05-05,100541
P017352,2022-09-06,52432
P022465,2022-02-22,23486
P020341,2022-06-21,28988
P008058,2023-01-28,87755
P007592,2022-05-03,32141
P009440,2022-12-13,41577
P046287,2023-01-09,18481
P018903,2023-02-23,82648
P034371,2022-11-12,39597
P011992,2022-09-15,92434
P035365,2022-12-02,16214
P042598,2022-02-24,61665
P037349,2022-05-24,105738
P000494,2022-04-05,88234
P046135,2022-02-16,57816
P004123,2022-02-02,58470
P039083,2022-07-14,82538
P007823,2022-12-04,88302
P028571,2022-09-23,105248
P012175,2022-08-21,91358
P039524,2022-12-31,15665
P008300,2022-07-30,35808
P017652,2022-11-29,18139
P008865,2022-11-10,31812
P021059,2022-03-05,51600
P047502,2022-03-21,55128
P042976,2023-01-07,57174
P038348,2022-07-15,118119
P035573,2022-08-30,12680
P012016,2022-12-15,61570
P017249,2022-03-08,97738
P026911,2022-06-26,42067
P039236,2023-02-01,34170
P038817,2022-03-10,10308
P023931,2022-07-27,100824
P039136,2022-07-26,37149
P036248,2022-04-19,46674
P035050,2022-11-25,24958
P043894,2023-01-03,96740
P009612,2022-05-01,95673
P011960,2022-10-14,96609
P048544,2022-05-02,60738
P033153,2022-02-02,86658
P013340,2022-03-24,74945
P030577,2022-08-25,48485
P044319,2022-03-04,101790
P033922,2022-02-15,75526
P048573,2022-12-14,17940
P012751,2022-11-06,5204
P005466,2022-08-12,32330
P049427,2023-01-27,37964
P026746,2022-04-03,58375
P002480,2022-03-02,11920
P020899,2022-07-27,104027
P038408,2022-08-11,82534
P026061,2022-04-23,72216
P028898,2022-11-18,39999
P018990,2022-03-06,73129
P012021,2022-11-23,84162
P042678,2022-06-08,20352
P033436,2022-07-14,54005
P008555,2022-12-23,87125
P034610,2022-03-28,34079
P030934,2022-05-27,6564
P014672,2022-04-09,106664
P016543,2022-09-28,22211
P046759,2022-10-27,92379
P033353,2022-04-14,56056
P030849,2022-05-19,87227
P047469,2023-01-19,117451
P026014,2023-02-17,77269
P041929,2022-10-19,105657
P008369,2022-05-21,22336
P014003,2022-05-12,112508
P046986,2022-06-17,114175
P005975,2022-06-19,104746
P042579,2022-03-11,116500
P001625,2023-01-15,23557
P012212,2022-02-15,89854
P017716,2023-01-31,20205
P049411,2022-04-07,61956
P040137,2023-02-16,109490
P022464,2022-03-11,32802
P009722,2022-10-18,19541
P048244,2022-09-21,20411
P025681,2022-03-11,22635
P040861,2022-05-22,62493
P013801,2022-11-20,72016
P011119,2022-10-21,104327
P017777,2023-02-22,26945
P003546,2022-08-14,112397
P038847,2022-07-07,79802
P018280,2022-12-02,110721
P006375,2022-07-22,78528
P014880,2022-08-08,42098
P037906,2022-08-13,51017
P021736,2022-02-01,35308
P007652,2023-01-16,35977
P005656,2022-07-30,24035
P028055,2022-04-01,91198
P045495,2023-03-04,77919
P035850,2022-02-20,81351
P017015,2022-12-06,40689
P032617,2022-04-04,112373
P027286,2022-06-07,44160
P016682,2022-06-24,15389
P015933,2022-11-05,87910
P030578,2023-01-28,15297
P012514,2022-05-11,28348
P030307,2023-02-28,92221
P045928,2022-10-20,48098
P001216,2022-04-17,8069
P016862,2022-03-13,96284
P043059,2022-02-07,102107
P016365,2023-01-30,51450
P026447,2022-03-27,28701
P040857,2022-12-21,36033
P037154,2022-09-01,118402
P029213,2023-02-23,27946
P028494,2022-08-28,7755
P043237,2022-07-21,115989
P033821,2022-08-06,79878
P024222,2022-05-02,113483
P027729,2022-08-20,87146
P002317,2022-07-14,100581
P018881,2022-12-08,53822
P017546,2022-06-30,70945
P041162,2022-12-31,88079
P028728,2022-05-10,23537
P007684,2022-10-15,35621
P025699,2022-03-06,52348
P024855,2022-05-28,7865
P016702,2023-02-02,99344
P040363,2023-02-25,7845
P036567,2023-02-07,62027
P046676,2022-03-17,14001
P024748,2022-07-19,88050
P006456,2022-02-14,102944
P000988,2022-09-11,67127
P010857,2022-10-20,47047
P026688,2023-02-08,39488
P019224,2023-02-03,7891
P012685,2022-03-14,41381
P020549,2022-08-18,27588
P015664,2022-11-11,36160
P003639,2022-05-03,103174
P003842,2022-11-14,106748
P001956,2022-08-06,29275
P049606,2022-11-23,114978
P019409,2022-10-03,114436
P049813,2022-05-17,108433
P027297,2022-09-25,94224
P048899,2022-07-28,16376
P022364,2022-02-02,6188
P016280,2022-12-05,71229
P004488,2022-12-28,75479
P037391,2022-03-31,113999
P008783,2022-09-24,48931
P003878,2022-06-06,63905
P004490,2022-06-16,92423
P001843,2022-11-12,72212
P047068,2022-03-06,104051
P016801,2022-12-03,109198
P017412,2022-03-01,50075
P017110,2022-03-11,100824
P027868,2022-11-27,74802
P045638,2022-08-05,5449
P005605,2022-09-30,106494
P004247,2022-04-24,8855
P023157,2022-06-27,21364
P010038,2023-02-15,19558
P009390,2022-06-10,38554
P001318,2022-11-23,113177
P029255,2022-02-12,14075
P023936,2022-02-15,63490
P041256,2022-10-15,112409
P003961,2023-01-02,92324
P045405,2023-01-23,65133
P019969,2023-01-16,38594
P000155,2022-07-12,65803
P019221,2022-07-18,16934
P015438,2022-04-01,6261
P021345,2022-06-28,65199
P026284,2023-01-26,49167
P031774,2022-02-06,102347
P021942,2022-07-16,102580
P032843,2023-01-28,54713
P043815,2022-06-05,48878
P030518,2022-12-31,15925
P036917,2022-08-11,30220
P032110,2022-11-14,109639
P019040,2023-01-02,13609
P023057,2022-11-28,9852
P044642,2023-01-11,34368
P037543,2022-03-03,33264
P041356,2022-04-24,55265
P042571,2022-08-12,50346
P030580,2022-08-05,102073
P036178,2022-08-15,67354
P046612,2022-12-13,61296
P015639,2022-05-27,23561
P020118,2023-01-15,35718
P018379,2023-03-04,85166
P026777,2022-08-01,66136
P044706,2022-11-28,94694
P033983,2023-01-06,77105
P039349,2022-06-18,108821
P043104,2022-03-30,18086
P018825,2022-10-06,96985
P033909,2022-03-23,102443
P047877,2022-06-16,41009
P014561,2022-06-13,94544
P034397,2022-05-06,10647
P024016,2022-07-06,92362
P018771,2022-05-26,33774
P018195,2022-06-18,105527
P009633,2022-03-02,18888
P030099,2022-09-22,67997
P018667,2022-05-12,61768
P037196,2022-09-14,53215
P039279,2022-06-10,82671
P030200,2022-03-09,31195
P047938,2022-04-05,72795
P012360,2023-01-26,9314
P027219,2022-05-24,16339
P003568,2022-05-14,73259
P019013,2022-04-20,94642
P030693,2023-02-07,117544
P010347,2022-07-15,77643
P002994,2022-03-15,39297
P014714,2023-01-19,113038
P048560,2022-05-29,109360
P000722,2023-02-10,70755
P003019,2023-01-15,94090
P014212,2022-10-11,103441
P040942,2022-09-13,90540
P017698,2022-07-05,27793
P005727,2023-03-01,27308
P038804,2022-10-25,66332
P027753,2022-05-10,108484
P002940,2022-11-14,66135
P009342,2022-10-18,61022
P005911,2023-01-14,14481
P045883,2022-03-20,87157
P010513,2022-08-10,8552
P042387,2023-02-21,31620
P000267,2023-01-27,113250
